"Verslagperiode","id","Productgroep","Omzet","Aantal"
201201,1000184,2,25078.86,5369
201202,1000184,2,21853.92,5106
201203,1000184,2,14629.84,3146
201204,1000184,2,26435.56,5670
201205,1000184,2,23439.2,6229
201206,1000184,2,16574.17,3557
201207,1000184,2,21169.42,4530
201208,1000184,2,20051.42,4500
201209,1000184,2,19550.68,3932
201210,1000184,2,31566.03,7301
201211,1000184,2,22858.25,4974
201212,1000184,2,27536.42,5531
201301,1000184,2,36362.12,7293
201302,1000184,2,37784.08,9040
201303,1000184,2,27791.97,5586
201304,1000184,2,41139.8,9132
201305,1000184,2,27418.9,5504
201306,1000184,2,40666.11,12011
201307,1000184,2,30279.7,6902
201308,1000184,2,22389.6,4501
201309,1000184,2,34311.25,6897
201310,1000184,2,41830.33,10099
201311,1000184,2,17675.93,3600
201312,1000184,2,35812.36,7539
201401,1000184,2,42429.81,8734
201402,1000184,2,42798.68,9625
201403,1000184,2,38732.86,7782
201404,1000184,2,40894.03,9271
201405,1000184,2,29383.87,5907
201406,1000184,2,50152.53,11566
201407,1000184,2,24510.43,4982
201408,1000184,2,34745.88,7989
201409,1000184,2,38580.78,7748
201410,1000184,2,43798.65,10468
201411,1000184,2,43023.68,10008
201412,1000184,2,16656.24,3300
201101,1000185,2,NA,NA
201102,1000185,2,NA,NA
201103,1000185,2,NA,NA
201104,1000185,2,NA,NA
201105,1000185,2,NA,NA
201106,1000185,2,NA,NA
201107,1000185,2,NA,NA
201108,1000185,2,NA,NA
201109,1000185,2,NA,NA
201110,1000185,2,NA,NA
201111,1000185,2,NA,NA
201112,1000185,2,NA,NA
201201,1000185,2,NA,NA
201202,1000185,2,NA,NA
201203,1000185,2,NA,NA
201204,1000185,2,NA,NA
201205,1000185,2,NA,NA
201206,1000185,2,NA,NA
201207,1000185,2,NA,NA
201208,1000185,2,NA,NA
201209,1000185,2,NA,NA
201210,1000185,2,NA,NA
201211,1000185,2,NA,NA
201212,1000185,2,NA,NA
201301,1000185,2,NA,NA
201302,1000185,2,20545.08,6995
201303,1000185,2,40319.84,13523
201304,1000185,2,33542.2,9824
201305,1000185,2,35230.44,10222
201306,1000185,2,33321.79,9661
201307,1000185,2,43622.69,13978
201308,1000185,2,32843.23,9540
201309,1000185,2,45722.79,13260
201310,1000185,2,36531.06,10593
201311,1000185,2,22530.03,6586
201312,1000185,2,47050.66,16646
201401,1000185,2,43879.13,12771
201402,1000185,2,37224.92,11600
201403,1000185,2,46477.62,13483
201404,1000185,2,48781.35,15988
201405,1000185,2,36271.28,10517
201406,1000185,2,47761.7,13850
201407,1000185,2,34526.78,10013
201408,1000185,2,40749.18,12403
201409,1000185,2,48774.91,14146
201410,1000185,2,45971.9,14689
201411,1000185,2,46920.15,15359
201412,1000185,2,18183.87,5281
201101,1000186,2,53133.43,18404
201102,1000186,2,45092.73,14165
201103,1000186,2,50009.86,17649
201104,1000186,2,42630.29,13588
201105,1000186,2,64406.44,20431
201106,1000186,2,46534.87,13495
201107,1000186,2,47928.5,14105
201108,1000186,2,75483.49,24139
201109,1000186,2,45734.17,13610
201110,1000186,2,67890.16,21727
201111,1000186,2,50090.08,14788
201112,1000186,2,61883.17,20039
201201,1000186,2,69290.45,22111
201202,1000186,2,32220.91,11357
201203,1000186,2,21777.16,8360
201204,1000186,2,16995.96,5168
201205,1000186,2,29111.05,9612
201206,1000186,2,24460.24,7227
201207,1000186,2,30536.53,9133
201208,1000186,2,5531.99,1993
201209,1000186,2,148.44,59
201210,1000186,2,47.77,19
201211,1000186,2,NA,NA
201212,1000186,2,NA,NA
201301,1000186,2,NA,NA
201302,1000186,2,NA,NA
201303,1000186,2,NA,NA
201304,1000186,2,NA,NA
201305,1000186,2,NA,NA
201306,1000186,2,NA,NA
201307,1000186,2,NA,NA
201308,1000186,2,NA,NA
201309,1000186,2,NA,NA
201310,1000186,2,NA,NA
201311,1000186,2,NA,NA
201312,1000186,2,NA,NA
201401,1000186,2,NA,NA
201402,1000186,2,NA,NA
201403,1000186,2,NA,NA
201404,1000186,2,NA,NA
201405,1000186,2,NA,NA
201406,1000186,2,NA,NA
201407,1000186,2,NA,NA
201408,1000186,2,NA,NA
201409,1000186,2,NA,NA
201410,1000186,2,NA,NA
201411,1000186,2,NA,NA
201412,1000186,2,NA,NA
201101,1000187,2,60496.71,25952
201102,1000187,2,40142.49,16273
201103,1000187,2,42585.03,18647
201104,1000187,2,29073.45,11803
201105,1000187,2,39373.5,16745
201106,1000187,2,30742.62,12604
201107,1000187,2,29089.28,11935
201108,1000187,2,38064.29,15734
201109,1000187,2,39306.59,17702
201110,1000187,2,48389.49,20654
201111,1000187,2,46186.96,20726
201112,1000187,2,38013.2,16114
201201,1000187,2,51048.95,21721
201202,1000187,2,47055.92,21170
201203,1000187,2,31091.24,14167
201204,1000187,2,50445.6,22487
201205,1000187,2,28830.95,12218
201206,1000187,2,34795.43,15633
201207,1000187,2,32471.53,13766
201208,1000187,2,25584.51,10829
201209,1000187,2,36801.34,15481
201210,1000187,2,59309.42,27521
201211,1000187,2,39437.2,17383
201212,1000187,2,38297.11,16094
201301,1000187,2,50333.11,21154
201302,1000187,2,51766.17,24103
201303,1000187,2,37745.3,15875
201304,1000187,2,48657.78,22334
201305,1000187,2,30339.82,12750
201306,1000187,2,25211.31,10595
201307,1000187,2,25192.71,10772
201308,1000187,2,21987.75,9240
201309,1000187,2,42659.31,19255
201310,1000187,2,33452.47,14493
201311,1000187,2,34310.04,14426
201312,1000187,2,37443.63,16756
201401,1000187,2,42920.98,18046
201402,1000187,2,39520.32,19587
201403,1000187,2,40088.68,17079
201404,1000187,2,30339.93,12759
201405,1000187,2,28927.32,12161
201406,1000187,2,33243.21,14075
201407,1000187,2,21587.46,9074
201408,1000187,2,26633.5,11197
201409,1000187,2,38029.43,15982
201410,1000187,2,34614.48,14549
201411,1000187,2,33192.92,14623
201412,1000187,2,27702.86,14108
201101,1000188,2,NA,NA
201102,1000188,2,NA,NA
201103,1000188,2,NA,NA
201104,1000188,2,NA,NA
201105,1000188,2,856398.89,143112
201106,1000188,2,1454.08,255
201107,1000188,2,59.76,8
201108,1000188,2,303.36,54
201109,1000188,2,74.7,10
201110,1000188,2,29.88,4
201111,1000188,2,7.47,1
201112,1000188,2,7.47,1
201201,1000188,2,NA,NA
201202,1000188,2,NA,NA
201203,1000188,2,NA,NA
201204,1000188,2,NA,NA
201205,1000188,2,NA,NA
201206,1000188,2,NA,NA
201207,1000188,2,NA,NA
201208,1000188,2,NA,NA
201209,1000188,2,500.49,67
201210,1000188,2,149.4,20
201211,1000188,2,22.41,3
201212,1000188,2,NA,NA
201301,1000188,2,1456.65,195
201302,1000188,2,2995.47,401
201303,1000188,2,3757.08,555
201304,1000188,2,4056.21,543
201305,1000188,2,732.06,98
201306,1000188,2,22.41,3
201307,1000188,2,NA,NA
201308,1000188,2,NA,NA
201309,1000188,2,NA,NA
201310,1000188,2,NA,NA
201311,1000188,2,NA,NA
201312,1000188,2,NA,NA
201401,1000188,2,NA,NA
201402,1000188,2,NA,NA
201403,1000188,2,NA,NA
201404,1000188,2,NA,NA
201405,1000188,2,NA,NA
201406,1000188,2,NA,NA
201407,1000188,2,NA,NA
201408,1000188,2,NA,NA
201409,1000188,2,NA,NA
201410,1000188,2,NA,NA
201411,1000188,2,NA,NA
201412,1000188,2,NA,NA
201101,1000189,2,35424.31,14249
201102,1000189,2,34127.8,11984
201103,1000189,2,33197.45,11125
201104,1000189,2,47286.4,18043
201105,1000189,2,65332.38,22372
201106,1000189,2,34107.49,10718
201107,1000189,2,43643.36,15837
201108,1000189,2,36900.58,11593
201109,1000189,2,28425.5,8917
201110,1000189,2,68508.66,22732
201111,1000189,2,31558.37,9920
201112,1000189,2,49272.28,18122
201201,1000189,2,36933.07,11596
201202,1000189,2,34995.73,10985
201203,1000189,2,23474.85,7373
201204,1000189,2,59990.07,21391
201205,1000189,2,39372.68,12726
201206,1000189,2,27024.99,8506
201207,1000189,2,34936.16,10966
201208,1000189,2,29030.55,9380
201209,1000189,2,24892.19,7675
201210,1000189,2,37785.87,12659
201211,1000189,2,33534.86,12115
201212,1000189,2,41638.03,15261
201301,1000189,2,30953.93,9549
201302,1000189,2,33216.27,12058
201303,1000189,2,38128.14,13532
201304,1000189,2,31559.81,9816
201305,1000189,2,27678.45,8521
201306,1000189,2,44786.9,14662
201307,1000189,2,32775.58,10934
201308,1000189,2,25811.05,7969
201309,1000189,2,40618.71,12801
201310,1000189,2,34119.2,11168
201311,1000189,2,31154.34,9795
201312,1000189,2,28884.32,10022
201401,1000189,2,32611.1,10054
201402,1000189,2,27786.94,9034
201403,1000189,2,28090.63,8668
201404,1000189,2,32616.36,11335
201405,1000189,2,22513.04,6943
201406,1000189,2,27979.57,8632
201407,1000189,2,21644.61,6666
201408,1000189,2,24182.95,7824
201409,1000189,2,28207.44,8697
201410,1000189,2,23888.37,7824
201411,1000189,2,32882.23,11542
201412,1000189,2,11266.9,3491
201101,1000190,2,35238.88,7078
201102,1000190,2,33439.91,5875
201103,1000190,2,29084.93,4868
201104,1000190,2,45072.39,8679
201105,1000190,2,36987.39,5958
201106,1000190,2,33614.39,5218
201107,1000190,2,33517.45,5525
201108,1000190,2,36387.35,5656
201109,1000190,2,30436.68,4721
201110,1000190,2,56723.86,10371
201111,1000190,2,31306.89,4861
201112,1000190,2,48375.5,8919
201201,1000190,2,41191.43,6395
201202,1000190,2,34808.94,5403
201203,1000190,2,22585.89,3509
201204,1000190,2,56079.44,9991
201205,1000190,2,53901.56,10823
201206,1000190,2,29448.68,4573
201207,1000190,2,36071.84,5597
201208,1000190,2,37898.04,6050
201209,1000190,2,33929.5,5106
201210,1000190,2,59455.91,10319
201211,1000190,2,40073.1,6828
201212,1000190,2,47469.56,8448
201301,1000190,2,36523.43,5519
201302,1000190,2,37830.89,6768
201303,1000190,2,41116.04,7229
201304,1000190,2,35431.25,6075
201305,1000190,2,27303.79,4108
201306,1000190,2,25578.3,3848
201307,1000190,2,33790.82,5797
201308,1000190,2,24612.65,3729
201309,1000190,2,33212.47,5003
201310,1000190,2,27516.75,4154
201311,1000190,2,28466.62,4420
201312,1000190,2,34610.14,6278
201401,1000190,2,34203.91,5253
201402,1000190,2,34894.69,5995
201403,1000190,2,29391.96,4562
201404,1000190,2,35252.66,6099
201405,1000190,2,20796.55,3141
201406,1000190,2,27096.51,4083
201407,1000190,2,18720.24,2816
201408,1000190,2,32489.2,5768
201409,1000190,2,26845.19,4041
201410,1000190,2,26647.56,4414
201411,1000190,2,33239.75,6220
201412,1000190,2,10308.99,1587
201101,1000191,2,NA,NA
201102,1000191,2,NA,NA
201103,1000191,2,NA,NA
201104,1000191,2,NA,NA
201105,1000191,2,NA,NA
201106,1000191,2,NA,NA
201107,1000191,2,NA,NA
201108,1000191,2,NA,NA
201109,1000191,2,NA,NA
201110,1000191,2,NA,NA
201111,1000191,2,NA,NA
201112,1000191,2,NA,NA
201201,1000191,2,NA,NA
201202,1000191,2,NA,NA
201203,1000191,2,NA,NA
201204,1000191,2,NA,NA
201205,1000191,2,NA,NA
201206,1000191,2,NA,NA
201207,1000191,2,NA,NA
201208,1000191,2,NA,NA
201209,1000191,2,NA,NA
201210,1000191,2,NA,NA
201211,1000191,2,NA,NA
201212,1000191,2,NA,NA
201301,1000191,2,NA,NA
201302,1000191,2,NA,NA
201303,1000191,2,NA,NA
201304,1000191,2,NA,NA
201305,1000191,2,17317.39,5289
201306,1000191,2,39838.69,12140
201307,1000191,2,45754.59,13919
201308,1000191,2,39036.77,11870
201309,1000191,2,81833.2,29741
201310,1000191,2,37688.81,11693
201311,1000191,2,59150.22,20591
201312,1000191,2,46629.94,15246
201401,1000191,2,83506,29528
201402,1000191,2,43873.8,13567
201403,1000191,2,58516.47,20019
201404,1000191,2,44982.65,15393
201405,1000191,2,36113.54,11191
201406,1000191,2,62061.05,21753
201407,1000191,2,24457.93,7572
201408,1000191,2,27961.22,8622
201409,1000191,2,38836.09,13353
201410,1000191,2,24250.17,7604
201411,1000191,2,27111.6,8795
201412,1000191,2,12790.79,4040
201101,1000192,2,36295.54,31579
201102,1000192,2,27264.48,23479
201103,1000192,2,25141.63,20184
201104,1000192,2,24524.75,20396
201105,1000192,2,29689.22,23781
201106,1000192,2,24206.27,19372
201107,1000192,2,23099.73,18491
201108,1000192,2,29537.91,23660
201109,1000192,2,24973.59,19385
201110,1000192,2,32843.52,25490
201111,1000192,2,28461.46,22097
201112,1000192,2,28272.8,21926
201201,1000192,2,34629.34,26864
201202,1000192,2,27956.1,21690
201203,1000192,2,19899.91,15447
201204,1000192,2,34926.75,27088
201205,1000192,2,25933.94,20109
201206,1000192,2,25899.68,19542
201207,1000192,2,32264.16,23230
201208,1000192,2,25350.95,18276
201209,1000192,2,27163.02,19555
201210,1000192,2,36920.22,26575
201211,1000192,2,31890.08,22964
201212,1000192,2,34992.65,25188
201301,1000192,2,43865.96,31579
201302,1000192,2,34827.37,25070
201303,1000192,2,35429.35,25499
201304,1000192,2,40621.03,29236
201305,1000192,2,31599.44,22738
201306,1000192,2,29776.84,21428
201307,1000192,2,33861.52,24373
201308,1000192,2,27558.17,19829
201309,1000192,2,41491.34,39385
201310,1000192,2,26233.75,19439
201311,1000192,2,29725.7,20938
201312,1000192,2,32116.16,21888
201401,1000192,2,39524.99,27084
201402,1000192,2,31005.78,21376
201403,1000192,2,42322.78,29239
201404,1000192,2,34706.57,23447
201405,1000192,2,32865.67,22115
201406,1000192,2,41723.38,30451
201407,1000192,2,28421.01,19087
201408,1000192,2,30709.61,20617
201409,1000192,2,38208.72,25654
201410,1000192,2,32797.38,22075
201411,1000192,2,32773.79,22155
201412,1000192,2,18013.3,12174
201101,1000193,2,50450.02,8784
201102,1000193,2,39905.89,6882
201103,1000193,2,39908.6,6830
201104,1000193,2,39176.97,6714
201105,1000193,2,51260.58,8766
201106,1000193,2,41227.3,7050
201107,1000193,2,38210.67,6562
201108,1000193,2,50849.7,8722
201109,1000193,2,40344.38,6900
201110,1000193,2,53765.8,9199
201111,1000193,2,42590.55,7289
201112,1000193,2,42497.79,7266
201201,1000193,2,51461.76,8800
201202,1000193,2,39461.87,6750
201203,1000193,2,30001.55,5132
201204,1000193,2,55775.86,9539
201205,1000193,2,41597.67,7114
201206,1000193,2,40719.46,6964
201207,1000193,2,43367.51,7492
201208,1000193,2,9153.58,2231
201209,1000193,2,1155.52,303
201210,1000193,2,468.8,119
201211,1000193,2,273.26,84
201212,1000193,2,46.78,12
201301,1000193,2,76.66,25
201302,1000193,2,9.65,2
201303,1000193,2,17.5,4
201304,1000193,2,5.85,1
201305,1000193,2,5.85,1
201306,1000193,2,NA,NA
201307,1000193,2,17.25,4
201308,1000193,2,NA,NA
201309,1000193,2,NA,NA
201310,1000193,2,8.79,3
201311,1000193,2,NA,NA
201312,1000193,2,NA,NA
201401,1000193,2,NA,NA
201402,1000193,2,NA,NA
201403,1000193,2,NA,NA
201404,1000193,2,NA,NA
201405,1000193,2,NA,NA
201406,1000193,2,NA,NA
201407,1000193,2,NA,NA
201408,1000193,2,NA,NA
201409,1000193,2,NA,NA
201410,1000193,2,NA,NA
201411,1000193,2,NA,NA
201412,1000193,2,NA,NA
201101,1000194,2,118394.59,26981
201102,1000194,2,96829.77,21336
201103,1000194,2,99664.53,21568
201104,1000194,2,100318.89,21848
201105,1000194,2,126896.02,27894
201106,1000194,2,106320.75,23504
201107,1000194,2,113430.79,24149
201108,1000194,2,43886.5,8104
201109,1000194,2,1908.85,349
201110,1000194,2,1049.84,192
201111,1000194,2,464.83,85
201112,1000194,2,186.32,34
201201,1000194,2,268.52,49
201202,1000194,2,71.24,13
201203,1000194,2,54.25,10
201204,1000194,2,1331.64,243
201205,1000194,2,1145.32,209
201206,1000194,2,984.48,180
201207,1000194,2,1430.28,261
201208,1000194,2,1019.28,186
201209,1000194,2,1096,200
201210,1000194,2,1486.22,271
201211,1000194,2,1209.45,220
201212,1000194,2,1083.5,197
201301,1000194,2,1424.5,259
201302,1000194,2,1342,244
201303,1000194,2,1127.5,205
201304,1000194,2,1498.32,273
201305,1000194,2,1175.04,216
201306,1000194,2,1093.44,201
201307,1000194,2,1239.62,225
201308,1000194,2,1033.6,190
201309,1000194,2,1392.64,256
201310,1000194,2,1272.96,234
201311,1000194,2,1365.44,251
201312,1000194,2,1365.44,251
201401,1000194,2,1653.76,304
201402,1000194,2,1460.34,276
201403,1000194,2,1634.61,309
201404,1000194,2,1475.91,279
201405,1000194,2,1491.78,282
201406,1000194,2,1946.72,368
201407,1000194,2,1544.68,292
201408,1000194,2,1436.16,276
201409,1000194,2,1682.38,356
201410,1000194,2,1240.03,235
201411,1000194,2,1398.96,261
201412,1000194,2,696.8,130
201101,1000195,2,47422.39,47081
201102,1000195,2,39003.49,33158
201103,1000195,2,38229.98,26668
201104,1000195,2,37577.55,28088
201105,1000195,2,42178.03,29191
201106,1000195,2,35977.02,24834
201107,1000195,2,34257.1,23658
201108,1000195,2,36734.8,27686
201109,1000195,2,33465.66,32913
201110,1000195,2,37619.18,24620
201111,1000195,2,42611.2,32075
201112,1000195,2,36853.32,26935
201201,1000195,2,49021.28,45197
201202,1000195,2,35370.3,25581
201203,1000195,2,28649.68,21272
201204,1000195,2,41687.18,27617
201205,1000195,2,28741.8,19047
201206,1000195,2,29182.8,19335
201207,1000195,2,36406.32,28381
201208,1000195,2,19196.44,11654
201209,1000195,2,31115.2,29037
201210,1000195,2,34567.32,25774
201211,1000195,2,21524.76,13255
201212,1000195,2,29276.01,20593
201301,1000195,2,39910.78,30798
201302,1000195,2,32053.14,24775
201303,1000195,2,33472.79,26151
201304,1000195,2,25517.3,15774
201305,1000195,2,21323.45,12924
201306,1000195,2,35202.68,33033
201307,1000195,2,17582.95,11227
201308,1000195,2,20670.72,15975
201309,1000195,2,30244.37,26886
201310,1000195,2,17492.07,10803
201311,1000195,2,22915.24,15947
201312,1000195,2,25451.14,19558
201401,1000195,2,31270.65,23090
201402,1000195,2,29069.37,23285
201403,1000195,2,32392.28,26278
201404,1000195,2,18153.85,11426
201405,1000195,2,18828.28,13373
201406,1000195,2,13018.07,10576
201407,1000195,2,4346.98,2850
201408,1000195,2,4661.18,3012
201409,1000195,2,10872.83,9030
201410,1000195,2,6152.06,4797
201411,1000195,2,8393.29,6791
201412,1000195,2,2988.71,1954
201101,1000196,2,NA,NA
201102,1000196,2,NA,NA
201103,1000196,2,NA,NA
201104,1000196,2,NA,NA
201105,1000196,2,NA,NA
201106,1000196,2,NA,NA
201107,1000196,2,NA,NA
201108,1000196,2,NA,NA
201109,1000196,2,NA,NA
201110,1000196,2,7993.61,5491
201111,1000196,2,73926.29,53754
201112,1000196,2,91331.75,78827
201201,1000196,2,95589.65,89504
201202,1000196,2,84794.99,68063
201203,1000196,2,58791,43979
201204,1000196,2,47436.13,29877
201205,1000196,2,26843.58,16886
201206,1000196,2,24416.03,15378
201207,1000196,2,37155.76,30623
201208,1000196,2,17628.81,11409
201209,1000196,2,36980.08,35826
201210,1000196,2,51905.7,39095
201211,1000196,2,33549.09,21908
201212,1000196,2,62081.64,49180
201301,1000196,2,76654.73,63163
201302,1000196,2,48603.13,38589
201303,1000196,2,47584.51,38503
201304,1000196,2,31141.34,20544
201305,1000196,2,23349.92,15369
201306,1000196,2,32461.64,32633
201307,1000196,2,14278.82,10064
201308,1000196,2,19140.23,15550
201309,1000196,2,37299.47,35808
201310,1000196,2,27286.12,18331
201311,1000196,2,35746.81,26868
201312,1000196,2,38828.02,31782
201401,1000196,2,44469.72,35608
201402,1000196,2,34988.53,28671
201403,1000196,2,35000.76,28344
201404,1000196,2,18042,11650
201405,1000196,2,17781.4,11476
201406,1000196,2,27246.44,21418
201407,1000196,2,11844.84,7646
201408,1000196,2,16414.68,10592
201409,1000196,2,37230.09,29643
201410,1000196,2,34039.88,26503
201411,1000196,2,34971.92,27914
201412,1000196,2,8614.88,5633
201101,1000197,2,41850.02,44508
201102,1000197,2,21302.2,16329
201103,1000197,2,28629.54,23225
201104,1000197,2,21832.06,14870
201105,1000197,2,28555.31,17976
201106,1000197,2,32275.17,23443
201107,1000197,2,26775.23,20500
201108,1000197,2,37296.85,37119
201109,1000197,2,12545.42,8934
201110,1000197,2,26770.71,19306
201111,1000197,2,16120.39,10158
201112,1000197,2,18248.31,12325
201201,1000197,2,32966.11,31193
201202,1000197,2,17848.59,11234
201203,1000197,2,10269.73,6462
201204,1000197,2,33869.69,25335
201205,1000197,2,15734.92,9907
201206,1000197,2,25766.82,19603
201207,1000197,2,21436.22,15268
201208,1000197,2,35401.07,37989
201209,1000197,2,14324.48,9574
201210,1000197,2,23322.5,14676
201211,1000197,2,37739,33221
201212,1000197,2,26487.72,19044
201301,1000197,2,44335.96,43518
201302,1000197,2,34900.58,26369
201303,1000197,2,31326.18,23058
201304,1000197,2,49318.57,42669
201305,1000197,2,22076.93,12764
201306,1000197,2,28466.09,19265
201307,1000197,2,25760.1,16909
201308,1000197,2,42993.29,41934
201309,1000197,2,25451.87,16325
201310,1000197,2,31850.38,21879
201311,1000197,2,36081.62,32936
201312,1000197,2,25424.47,15228
201401,1000197,2,55509.32,51628
201402,1000197,2,37383.89,26531
201403,1000197,2,54150.95,44820
201404,1000197,2,18941.44,11836
201405,1000197,2,32173.13,24287
201406,1000197,2,23579.38,14132
201407,1000197,2,16978.07,10175
201408,1000197,2,35236.46,29861
201409,1000197,2,37449.02,34627
201410,1000197,2,27605.27,20035
201411,1000197,2,36040.35,21598
201412,1000197,2,11648.85,6977
201101,1000198,2,44325.49,46186
201102,1000198,2,35237.21,35365
201103,1000198,2,35278.42,33304
201104,1000198,2,31453.37,29694
201105,1000198,2,38608.12,36445
201106,1000198,2,30977.62,29242
201107,1000198,2,30266.4,27671
201108,1000198,2,36358.59,32205
201109,1000198,2,32359.06,27726
201110,1000198,2,45779.19,39371
201111,1000198,2,37743.83,32857
201112,1000198,2,38051.1,33103
201201,1000198,2,46717.37,40669
201202,1000198,2,44941,42219
201203,1000198,2,25200.58,22239
201204,1000198,2,43711.78,38030
201205,1000198,2,31695.74,27567
201206,1000198,2,30868.08,26913
201207,1000198,2,35333.7,30742
201208,1000198,2,28429.37,23477
201209,1000198,2,32339.1,25472
201210,1000198,2,45986.5,36224
201211,1000198,2,63142.16,84024
201212,1000198,2,28587.03,22580
201301,1000198,2,33409.82,29733
201302,1000198,2,31159.98,24551
201303,1000198,2,32352.47,25481
201304,1000198,2,37951.2,29897
201305,1000198,2,36548,31891
201306,1000198,2,26372.99,21501
201307,1000198,2,35809.68,32184
201308,1000198,2,21119.84,16711
201309,1000198,2,29916.96,24036
201310,1000198,2,25575.18,20632
201311,1000198,2,26916.97,21714
201312,1000198,2,27663.03,22317
201401,1000198,2,34069.13,27486
201402,1000198,2,27156.92,21915
201403,1000198,2,33300.91,26890
201404,1000198,2,25997.03,20732
201405,1000198,2,25655.54,20715
201406,1000198,2,29240.35,23604
201407,1000198,2,23598.65,21224
201408,1000198,2,20717.94,16418
201409,1000198,2,29419.14,23181
201410,1000198,2,26549.1,20510
201411,1000198,2,28798.57,21829
201412,1000198,2,16452.29,12469
201101,1000199,2,47877.34,25346
201102,1000199,2,37466.98,19925
201103,1000199,2,37243.5,19729
201104,1000199,2,35526.68,18827
201105,1000199,2,43675.22,23125
201106,1000199,2,36650.31,19404
201107,1000199,2,37719.58,20660
201108,1000199,2,38432.57,20994
201109,1000199,2,27453.7,14565
201110,1000199,2,37435.98,19849
201111,1000199,2,30798.93,16317
201112,1000199,2,32500.38,17206
201201,1000199,2,37534.65,19886
201202,1000199,2,29104.29,16216
201203,1000199,2,21100.71,11175
201204,1000199,2,38337.26,20309
201205,1000199,2,30036.37,15904
201206,1000199,2,30132.58,15950
201207,1000199,2,35723.49,18914
201208,1000199,2,30300.87,15666
201209,1000199,2,30550.67,14646
201210,1000199,2,41094.87,20914
201211,1000199,2,32639.94,15656
201212,1000199,2,35743.3,17125
201301,1000199,2,39275.15,18803
201302,1000199,2,35384.23,19815
201303,1000199,2,30425.43,14575
201304,1000199,2,36282.87,17369
201305,1000199,2,30691.68,14693
201306,1000199,2,27903.69,13353
201307,1000199,2,31518.49,16213
201308,1000199,2,26074.57,12484
201309,1000199,2,34566.2,16545
201310,1000199,2,30584.52,14643
201311,1000199,2,29315.74,14202
201312,1000199,2,32448.65,15536
201401,1000199,2,36659.75,17551
201402,1000199,2,30729.87,14298
201403,1000199,2,37763.78,16531
201404,1000199,2,30879.69,13511
201405,1000199,2,28595.86,12494
201406,1000199,2,34147.01,14919
201407,1000199,2,25517.24,11148
201408,1000199,2,28930.56,13433
201409,1000199,2,33289.42,13947
201410,1000199,2,30460.86,13496
201411,1000199,2,28277.05,11363
201412,1000199,2,14201.31,5688
201101,1000200,2,30999.57,12724
201102,1000200,2,23845.27,9781
201103,1000200,2,23153.44,9501
201104,1000200,2,24935.53,10226
201105,1000200,2,38059.84,15199
201106,1000200,2,28479.58,10214
201107,1000200,2,25009.32,8988
201108,1000200,2,37864.19,13694
201109,1000200,2,30503.39,10945
201110,1000200,2,46589.17,17692
201111,1000200,2,31353.08,11252
201112,1000200,2,33911.01,12160
201201,1000200,2,42036.69,15073
201202,1000200,2,41949.02,17064
201203,1000200,2,24425.73,8769
201204,1000200,2,42135.88,15111
201205,1000200,2,40821.57,16583
201206,1000200,2,33745.82,12112
201207,1000200,2,35913.47,12880
201208,1000200,2,32189.8,11395
201209,1000200,2,41955.91,15515
201210,1000200,2,48570.87,17748
201211,1000200,2,33865.21,11728
201212,1000200,2,36011.1,12466
201301,1000200,2,44333.12,15352
201302,1000200,2,33436.57,11576
201303,1000200,2,31596.18,10936
201304,1000200,2,44770.67,15952
201305,1000200,2,43418.81,16384
201306,1000200,2,31588.91,10934
201307,1000200,2,45850.98,16735
201308,1000200,2,40814.64,15020
201309,1000200,2,40547.05,14036
201310,1000200,2,32854.45,11380
201311,1000200,2,31793.42,11016
201312,1000200,2,33999.01,11772
201401,1000200,2,41799.08,14468
201402,1000200,2,31719.94,11013
201403,1000200,2,38958.15,13523
201404,1000200,2,32182.15,11160
201405,1000200,2,32182.25,11143
201406,1000200,2,39162.19,13565
201407,1000200,2,27588.82,9552
201408,1000200,2,30371.85,10511
201409,1000200,2,37698.64,13054
201410,1000200,2,29396.11,10176
201411,1000200,2,30162.38,10453
201412,1000200,2,15405.93,5263
201101,1000201,2,6654.2,8217
201102,1000201,2,5762.73,5509
201103,1000201,2,4357.4,3139
201104,1000201,2,5989.76,5045
201105,1000201,2,4805.57,3566
201106,1000201,2,4266.96,3189
201107,1000201,2,4389.72,3303
201108,1000201,2,18577.95,15751
201109,1000201,2,22508.56,26378
201110,1000201,2,19693.9,13332
201111,1000201,2,23161.64,17619
201112,1000201,2,22673.88,17113
201201,1000201,2,31496.4,30390
201202,1000201,2,28252.42,21863
201203,1000201,2,23981.28,18240
201204,1000201,2,26510.56,17223
201205,1000201,2,19214.25,12481
201206,1000201,2,19344.1,12567
201207,1000201,2,30919.16,25792
201208,1000201,2,15187.52,9877
201209,1000201,2,32809.52,34686
201210,1000201,2,34575.61,26762
201211,1000201,2,19066.2,12578
201212,1000201,2,30406.97,23655
201301,1000201,2,43309.86,35891
201302,1000201,2,36509.65,30115
201303,1000201,2,35245.14,28878
201304,1000201,2,26343.5,17704
201305,1000201,2,22240.44,15221
201306,1000201,2,38918.94,42990
201307,1000201,2,17781.43,12132
201308,1000201,2,24971.6,20391
201309,1000201,2,37867.5,37002
201310,1000201,2,21198.44,13778
201311,1000201,2,31659.97,23594
201312,1000201,2,32949.27,26617
201401,1000201,2,45733.52,36445
201402,1000201,2,38129.09,32867
201403,1000201,2,44732.59,38503
201404,1000201,2,24662.89,17153
